candidate_label,closest_calibration_drug,neighborhood_purity
AEB_Plate018_002008,DMSO,0.05
AEB_Plate018_002010,DMSO,0.05
AEB_Plate018_002012,t-BHP_100,0.05
AEB_Plate018_002014,DMSO,0.05
AEB_Plate018_002018,DMSO,0.05
AEB_Plate018_002021,DMSO,0.05
AEB_Plate018_001006,DMSO,0.05
AEB_Plate018_001007,DMSO,0.05
AEB_Plate018_001008,DMSO,0.05
AEB_Plate018_001009,DMSO,0.05
AEB_Plate018_001011,DMSO,0.05
AEB_Plate018_001012,DMSO,0.05
AEB_Plate018_001016,DMSO,0.05
AEB_Plate018_001017,DMSO,0.05
ALB_Plate009_015018,DMSO,0.05
ALB_Plate009_016004,DMSO,0.05
ALB_Plate009_016009,DMSO,0.05
ALB_Plate009_016013,DMSO,0.05
ALB_Plate009_016014,DMSO,0.05
AEB_Plate017_002011,t-BHP_100,0.05
AEB_Plate017_002012,t-BHP_100,0.05
AEB_Plate017_002015,DMSO,0.05
ALB_Plate009_011018,DMSO,0.05
ALB_Plate009_011021,DMSO,0.05
ALB_Plate009_012011,DMSO,0.05
ALB_Plate009_012021,DMSO,0.05
ALB_Plate009_013014,DMSO,0.05
ALB_Plate009_015008,DMSO,0.05
ALB_Plate009_015015,DMSO,0.05
ALB_Plate009_015016,DMSO,0.05
ALB_Plate009_003020,DMSO,0.05
ALB_Plate009_004010,DMSO,0.05
ALB_Plate009_004012,t-BHP_100,0.05
ALB_Plate009_004018,DMSO,0.05
ALB_Plate009_006018,DMSO,0.05
ALB_Plate009_007006,DMSO,0.05
ALB_Plate009_008019,t-BHP_100,0.05
ALB_Plate009_009009,DMSO,0.05
ALB_Plate009_001015,DMSO,0.05
ALB_Plate009_001017,DMSO,0.05
ALB_Plate009_002008,DMSO,0.05
ALB_Plate009_002009,DMSO,0.05
ALB_Plate009_002017,t-BHP_100,0.05
ALB_Plate009_003003,DMSO,0.05
ALB_Plate009_003004,DMSO,0.05
ALB_Plate009_003017,DMSO,0.05
ALB_Plate009_016020,t-BHP_100,0.05
ALB_Plate010_1_001004,DMSO,0.05
ALB_Plate010_1_001006,DMSO,0.05
ALB_Plate010_1_001007,DMSO,0.05
ALB_Plate010_1_001016,DMSO,0.05
ALB_Plate010_1_001017,DMSO,0.05
ALB_Plate010_1_001019,DMSO,0.05
ALB_Plate010_1_001020,DMSO,0.05
AEB_Plate017_009021,t-BHP_100,0.05
AEB_Plate017_010013,t-BHP_100,0.05
AEB_Plate017_010015,t-BHP_100,0.05
AEB_Plate017_010018,t-BHP_100,0.05
AEB_Plate017_010020,t-BHP_100,0.05
AEB_Plate017_010022,DMSO,0.05
AEB_Plate017_011004,DMSO,0.05
AEB_Plate017_011010,t-BHP_100,0.05
AEB_Plate017_006009,DMSO,0.05
AEB_Plate017_006015,t-BHP_100,0.05
AEB_Plate017_007008,DMSO,0.05
AEB_Plate017_007013,DMSO,0.05
AEB_Plate017_007014,t-BHP_100,0.05
AEB_Plate017_008009,DMSO,0.05
AEB_Plate017_008022,DMSO,0.05
AEB_Plate017_009005,DMSO,0.05
AEB_Plate017_002017,t-BHP_100,0.05
AEB_Plate017_003004,DMSO,0.05
AEB_Plate017_003021,DMSO,0.05
AEB_Plate017_004005,t-BHP_100,0.05
AEB_Plate017_004008,t-BHP_100,0.05
AEB_Plate017_004022,t-BHP_100,0.05
AEB_Plate017_005011,DMSO,0.05
AEB_Plate017_005018,DMSO,0.05
ALB_Plate010_1_006015,DMSO,0.05
ALB_Plate010_1_007003,t-BHP_100,0.05
ALB_Plate010_1_007004,DMSO,0.05
ALB_Plate010_1_007006,t-BHP_100,0.05
ALB_Plate010_1_007008,t-BHP_100,0.05
ALB_Plate010_1_007010,DMSO,0.05
ALB_Plate010_1_007013,t-BHP_100,0.05
ALB_Plate010_1_007015,DMSO,0.05
ALB_Plate010_1_005010,DMSO,0.05
ALB_Plate010_1_005015,DMSO,0.05
ALB_Plate010_1_005017,DMSO,0.05
ALB_Plate010_1_006004,t-BHP_100,0.05
ALB_Plate010_1_006005,t-BHP_100,0.05
ALB_Plate010_1_006008,t-BHP_100,0.05
ALB_Plate010_1_006012,t-BHP_100,0.05
ALB_Plate010_1_006013,t-BHP_100,0.05
ALB_Plate010_1_004012,t-BHP_100,0.05
ALB_Plate010_1_004013,t-BHP_100,0.05
ALB_Plate010_1_004014,t-BHP_100,0.05
ALB_Plate010_1_004017,t-BHP_100,0.05
ALB_Plate010_1_004018,t-BHP_100,0.05
ALB_Plate010_1_004019,DMSO,0.05
ALB_Plate010_1_004022,DMSO,0.05
ALB_Plate010_1_005006,DMSO,0.05
ALB_Plate010_1_002003,DMSO,0.05
ALB_Plate010_1_002015,DMSO,0.05
ALB_Plate010_1_002018,t-BHP_100,0.05
ALB_Plate010_1_002022,DMSO,0.05
ALB_Plate010_1_003005,t-BHP_100,0.05
ALB_Plate010_1_003006,DMSO,0.05
ALB_Plate010_1_003019,DMSO,0.05
ALB_Plate010_1_004005,t-BHP_100,0.05
ALB_Plate010_1_011022,t-BHP_100,0.05
ALB_Plate010_1_012006,t-BHP_100,0.05
ALB_Plate010_1_012010,t-BHP_100,0.05
ALB_Plate010_1_012018,DMSO,0.05
ALB_Plate010_1_013006,t-BHP_100,0.05
AEB_Plate016_008017,t-BHP_100,0.05
AEB_Plate016_010006,t-BHP_100,0.05
AEB_Plate016_011003,DMSO,0.05
ALB_Plate010_1_010005,t-BHP_100,0.05
ALB_Plate010_1_010011,t-BHP_100,0.05
ALB_Plate010_1_010014,DMSO,0.05
ALB_Plate010_1_011005,t-BHP_100,0.05
ALB_Plate010_1_011010,DMSO,0.05
ALB_Plate010_1_011012,DMSO,0.05
ALB_Plate010_1_011016,DMSO,0.05
ALB_Plate010_1_011019,DMSO,0.05
ALB_Plate010_1_008016,t-BHP_100,0.05
ALB_Plate010_1_008022,DMSO,0.05
ALB_Plate010_1_009006,t-BHP_100,0.05
ALB_Plate010_1_009011,DMSO,0.05
ALB_Plate010_1_009017,DMSO,0.05
ALB_Plate010_1_009020,DMSO,0.05
ALB_Plate010_1_009021,DMSO,0.05
ALB_Plate010_1_010003,t-BHP_100,0.05
ALB_Plate010_1_007016,t-BHP_100,0.05
ALB_Plate010_1_007017,t-BHP_100,0.05
ALB_Plate010_1_007018,DMSO,0.05
ALB_Plate010_1_007022,t-BHP_100,0.05
ALB_Plate010_1_008003,t-BHP_100,0.05
ALB_Plate010_1_008010,t-BHP_100,0.05
ALB_Plate010_1_008013,t-BHP_100,0.05
ALB_Plate010_1_008014,t-BHP_100,0.05
ALB_Plate010_1_014003,t-BHP_100,0.05
ALB_Plate010_1_014004,t-BHP_100,0.05
ALB_Plate010_1_014005,t-BHP_100,0.05
ALB_Plate010_1_014006,t-BHP_100,0.05
ALB_Plate010_1_014014,t-BHP_100,0.05
ALB_Plate010_1_014016,t-BHP_100,0.05
ALB_Plate010_1_015003,t-BHP_100,0.05
ALB_Plate010_1_015008,DMSO,0.05
AEB_Plate017_001015,DMSO,0.05
AEB_Plate017_001019,t-BHP_100,0.05
AEB_Plate017_002008,t-BHP_100,0.05
ALB_Plate010_1_013008,t-BHP_100,0.05
ALB_Plate010_1_013010,DMSO,0.05
ALB_Plate010_1_013012,DMSO,0.05
ALB_Plate010_1_013013,DMSO,0.05
ALB_Plate010_1_013015,DMSO,0.05
AEB_Plate016_014018,t-BHP_100,0.05
AEB_Plate016_015004,DMSO,0.05
AEB_Plate016_015005,DMSO,0.05
AEB_Plate016_016005,DMSO,0.05
AEB_Plate016_016017,DMSO,0.05
AEB_Plate017_001006,t-BHP_100,0.05
AEB_Plate017_001013,DMSO,0.05
AEB_Plate017_001014,t-BHP_100,0.05
AEB_Plate016_011020,DMSO,0.05
AEB_Plate016_012005,DMSO,0.05
AEB_Plate016_012006,DMSO,0.05
AEB_Plate016_013007,t-BHP_100,0.05
AEB_Plate016_014006,t-BHP_100,0.05
AEB_Plate016_014013,t-BHP_100,0.05
AEB_Plate016_014014,DMSO,0.05
AEB_Plate016_014016,DMSO,0.05
ALB_Plate010_2_004015,DMSO,0.05
ALB_Plate010_2_004018,t-BHP_100,0.05
ALB_Plate010_2_004021,DMSO,0.05
ALB_Plate010_2_005013,DMSO,0.05
ALB_Plate010_2_006011,t-BHP_100,0.05
ALB_Plate010_2_006014,DMSO,0.05
AEB_Plate016_001011,DMSO,0.05
AEB_Plate016_001012,DMSO,0.05
ALB_Plate010_2_001021,DMSO,0.05
ALB_Plate010_2_002005,t-BHP_100,0.05
ALB_Plate010_2_002007,t-BHP_100,0.05
ALB_Plate010_2_002009,DMSO,0.05
ALB_Plate010_2_002010,t-BHP_100,0.05
ALB_Plate010_2_003008,DMSO,0.05
ALB_Plate010_2_003018,DMSO,0.05
ALB_Plate010_2_004005,t-BHP_100,0.05
ALB_Plate010_1_016019,DMSO,0.05
ALB_Plate010_1_016020,DMSO,0.05
ALB_Plate010_1_016022,DMSO,0.05
ALB_Plate010_2_001004,DMSO,0.05
ALB_Plate010_2_001007,DMSO,0.05
ALB_Plate010_2_001011,DMSO,0.05
ALB_Plate010_2_001017,t-BHP_100,0.05
ALB_Plate010_2_001018,t-BHP_100,0.05
ALB_Plate010_1_015014,t-BHP_100,0.05
ALB_Plate010_1_015016,DMSO,0.05
ALB_Plate010_1_015020,DMSO,0.05
ALB_Plate010_1_016004,t-BHP_100,0.05
ALB_Plate010_1_016006,t-BHP_100,0.05
ALB_Plate010_1_016008,t-BHP_100,0.05
ALB_Plate010_1_016012,t-BHP_100,0.05
ALB_Plate010_1_016014,t-BHP_100,0.05
ALB_Plate010_2_007020,DMSO,0.05
ALB_Plate010_2_008003,t-BHP_100,0.05
ALB_Plate010_2_008007,DMSO,0.05
ALB_Plate010_2_008011,DMSO,0.05
ALB_Plate010_2_008022,DMSO,0.05
ALB_Plate010_2_009010,DMSO,0.05
ALB_Plate010_2_009012,DMSO,0.05
ALB_Plate010_2_010008,t-BHP_100,0.05
AEB_Plate016_004018,t-BHP_100,0.05
AEB_Plate016_005006,t-BHP_100,0.05
AEB_Plate016_005015,t-BHP_100,0.05
AEB_Plate016_006003,t-BHP_100,0.05
AEB_Plate016_006010,t-BHP_100,0.05
AEB_Plate016_008007,t-BHP_100,0.05
ALB_Plate010_2_007010,DMSO,0.05
ALB_Plate010_2_007014,DMSO,0.05
AEB_Plate016_002018,DMSO,0.05
AEB_Plate016_003003,DMSO,0.05
AEB_Plate016_003005,t-BHP_100,0.05
AEB_Plate016_003006,t-BHP_100,0.05
AEB_Plate016_003021,DMSO,0.05
AEB_Plate016_004003,DMSO,0.05
AEB_Plate016_004010,DMSO,0.05
AEB_Plate016_004011,DMSO,0.05
AEB_Plate016_001017,DMSO,0.05
AEB_Plate016_001019,DMSO,0.05
AEB_Plate016_001020,DMSO,0.05
AEB_Plate016_002003,DMSO,0.05
AEB_Plate016_002004,DMSO,0.05
AEB_Plate016_002005,DMSO,0.05
AEB_Plate016_002011,t-BHP_100,0.05
AEB_Plate016_002013,DMSO,0.05
ALB_Plate011_1_001020,DMSO,0.05
ALB_Plate011_1_002003,t-BHP_100,0.05
ALB_Plate011_1_002004,DMSO,0.05
AEB_Plate015_010018,t-BHP_100,0.05
AEB_Plate015_010021,DMSO,0.05
AEB_Plate015_011022,DMSO,0.05
AEB_Plate015_012005,DMSO,0.05
AEB_Plate015_012006,DMSO,0.05
ALB_Plate010_2_015016,DMSO,0.05
ALB_Plate010_2_016004,t-BHP_100,0.05
ALB_Plate010_2_016010,t-BHP_100,0.05
ALB_Plate010_2_016013,DMSO,0.05
ALB_Plate011_1_001010,DMSO,0.05
ALB_Plate011_1_001011,DMSO,0.05
ALB_Plate011_1_001017,t-BHP_100,0.05
ALB_Plate011_1_001019,DMSO,0.05
ALB_Plate010_2_013010,t-BHP_100,0.05
ALB_Plate010_2_014003,t-BHP_100,0.05
ALB_Plate010_2_014005,t-BHP_100,0.05
ALB_Plate010_2_014007,t-BHP_100,0.05
ALB_Plate010_2_014012,t-BHP_100,0.05
ALB_Plate010_2_014016,t-BHP_100,0.05
ALB_Plate010_2_015003,DMSO,0.05
ALB_Plate010_2_015013,DMSO,0.05
ALB_Plate010_2_010013,DMSO,0.05
ALB_Plate010_2_010017,t-BHP_100,0.05
ALB_Plate010_2_011003,DMSO,0.05
ALB_Plate010_2_011008,t-BHP_100,0.05
ALB_Plate010_2_012020,t-BHP_100,0.05
ALB_Plate010_2_012022,t-BHP_100,0.05
ALB_Plate010_2_013006,t-BHP_100,0.05
ALB_Plate010_2_013009,DMSO,0.05
ALB_Plate011_1_004004,t-BHP_100,0.05
ALB_Plate011_1_004019,DMSO,0.05
ALB_Plate011_1_004022,DMSO,0.05
ALB_Plate011_1_005008,DMSO,0.05
ALB_Plate011_1_005022,DMSO,0.05
ALB_Plate011_1_006005,DMSO,0.05
ALB_Plate011_1_006018,DMSO,0.05
ALB_Plate011_1_006022,t-BHP_100,0.05
AEB_Plate015_016021,t-BHP_100,0.05
AEB_Plate016_001005,DMSO,0.05
ALB_Plate011_1_002008,t-BHP_100,0.05
ALB_Plate011_1_002011,DMSO,0.05
ALB_Plate011_1_002021,DMSO,0.05
ALB_Plate011_1_003009,DMSO,0.05
ALB_Plate011_1_003018,MEN_40,0.05
ALB_Plate011_1_003021,t-BHP_100,0.05
AEB_Plate015_015006,t-BHP_100,0.05
AEB_Plate015_015008,DMSO,0.05
AEB_Plate015_015015,t-BHP_100,0.05
AEB_Plate015_015022,DMSO,0.05
AEB_Plate015_016008,t-BHP_100,0.05
AEB_Plate015_016015,t-BHP_100,0.05
AEB_Plate015_016017,DMSO,0.05
AEB_Plate015_016018,DMSO,0.05
AEB_Plate015_012015,DMSO,0.05
AEB_Plate015_012018,t-BHP_100,0.05
AEB_Plate015_012021,DMSO,0.05
AEB_Plate015_013019,DMSO,0.05
AEB_Plate015_014006,t-BHP_100,0.05
AEB_Plate015_014018,t-BHP_100,0.05
AEB_Plate015_014020,DMSO,0.05
AEB_Plate015_015003,DMSO,0.05
ALB_Plate011_1_008018,DMSO,0.05
ALB_Plate011_1_009003,t-BHP_100,0.05
ALB_Plate011_1_009007,t-BHP_100,0.05
ALB_Plate011_1_009009,t-BHP_100,0.05
ALB_Plate011_1_010003,t-BHP_100,0.05
ALB_Plate011_1_011014,DMSO,0.05
ALB_Plate011_1_012005,DMSO,0.05
ALB_Plate011_1_012015,DMSO,0.05
AEB_Plate015_007018,t-BHP_100,0.05
AEB_Plate015_008006,t-BHP_100,0.05
AEB_Plate015_008019,DMSO,0.05
AEB_Plate015_008020,t-BHP_100,0.05
AEB_Plate015_008022,DMSO,0.05
AEB_Plate015_009005,t-BHP_100,0.05
AEB_Plate015_009006,t-BHP_100,0.05
ALB_Plate011_1_008014,t-BHP_100,0.05
AEB_Plate015_004020,DMSO,0.05
AEB_Plate015_005005,t-BHP_100,0.05
AEB_Plate015_005011,t-BHP_100,0.05
AEB_Plate015_005019,t-BHP_100,0.05
AEB_Plate015_006003,t-BHP_100,0.05
AEB_Plate015_006006,DMSO,0.05
AEB_Plate015_006022,t-BHP_100,0.05
AEB_Plate015_007004,t-BHP_100,0.05
ALB_Plate011_1_007006,DMSO,0.05
ALB_Plate011_1_007022,DMSO,0.05
AEB_Plate015_002016,DMSO,0.05
AEB_Plate015_002018,DMSO,0.05
AEB_Plate015_003019,DMSO,0.05
AEB_Plate015_003021,t-BHP_100,0.05
AEB_Plate015_004014,t-BHP_100,0.05
AEB_Plate015_004019,t-BHP_100,0.05
ALB_Plate011_2_004008,t-BHP_100,0.05
ALB_Plate011_2_004010,DMSO,0.05
AEB_Plate014_014009,DMSO,0.05
AEB_Plate014_014011,t-BHP_100,0.05
AEB_Plate014_014017,DMSO,0.05
AEB_Plate014_014021,t-BHP_100,0.05
AEB_Plate014_015009,t-BHP_100,0.05
AEB_Plate014_015013,DMSO,0.05
ALB_Plate011_2_002015,DMSO,0.05
ALB_Plate011_2_003014,DMSO,0.05
ALB_Plate011_2_003017,DMSO,0.05
ALB_Plate011_2_003018,MEN_40,0.05
ALB_Plate011_2_003019,DMSO,0.05
ALB_Plate011_2_003020,DMSO,0.05
ALB_Plate011_2_003021,DMSO,0.05
ALB_Plate011_2_004004,t-BHP_100,0.05
ALB_Plate011_1_016019,DMSO,0.05
ALB_Plate011_2_001004,DMSO,0.05
ALB_Plate011_2_001009,DMSO,0.05
ALB_Plate011_2_001010,DMSO,0.05
ALB_Plate011_2_001013,DMSO,0.05
ALB_Plate011_2_001018,DMSO,0.05
ALB_Plate011_2_001019,DMSO,0.05
ALB_Plate011_2_001022,DMSO,0.05
ALB_Plate011_1_013020,DMSO,0.05
ALB_Plate011_1_014017,DMSO,0.05
ALB_Plate011_1_015007,DMSO,0.05
ALB_Plate011_1_015011,DMSO,0.05
ALB_Plate011_1_015013,t-BHP_100,0.05
ALB_Plate011_1_015016,t-BHP_100,0.05
ALB_Plate011_1_016003,DMSO,0.05
ALB_Plate011_1_016004,t-BHP_100,0.05
ALB_Plate011_2_008020,DMSO,0.05
ALB_Plate011_2_009004,DMSO,0.05
ALB_Plate011_2_009010,DMSO,0.05
ALB_Plate011_2_009020,DMSO,0.05
ALB_Plate011_2_010006,t-BHP_100,0.05
ALB_Plate011_2_010020,DMSO,0.05
ALB_Plate011_2_011014,DMSO,0.05
ALB_Plate011_2_012005,DMSO,0.05
ALB_Plate011_2_005009,DMSO,0.05
ALB_Plate011_2_005019,DMSO,0.05
ALB_Plate011_2_005020,DMSO,0.05
ALB_Plate011_2_006012,t-BHP_100,0.05
ALB_Plate011_2_006020,DMSO,0.05
ALB_Plate011_2_007008,DMSO,0.05
ALB_Plate011_2_007015,DMSO,0.05
ALB_Plate011_2_008005,DMSO,0.05
AEB_Plate015_001010,DMSO,0.05
AEB_Plate015_001015,DMSO,0.05
AEB_Plate015_001017,DMSO,0.05
AEB_Plate015_001018,DMSO,0.05
AEB_Plate015_001019,DMSO,0.05
AEB_Plate015_001020,DMSO,0.05
AEB_Plate015_002003,DMSO,0.05
AEB_Plate015_002010,DMSO,0.05
AEB_Plate014_015017,DMSO,0.05
AEB_Plate014_016003,t-BHP_100,0.05
AEB_Plate014_016006,t-BHP_100,0.05
AEB_Plate014_016007,t-BHP_100,0.05
AEB_Plate015_001004,DMSO,0.05
AEB_Plate015_001005,DMSO,0.05
AEB_Plate015_001007,t-BHP_100,0.05
AEB_Plate015_001009,DMSO,0.05
AEB_Plate014_010011,t-BHP_100,0.05
AEB_Plate014_010012,t-BHP_100,0.05
AEB_Plate014_010014,t-BHP_100,0.05
AEB_Plate014_010021,DMSO,0.05
AEB_Plate014_010022,DMSO,0.05
AEB_Plate014_011009,t-BHP_100,0.05
AEB_Plate014_011011,t-BHP_100,0.05
AEB_Plate014_011018,DMSO,0.05
ALB_Plate012_002004,t-BHP_100,0.05
AEB_Plate014_009005,DMSO,0.05
AEB_Plate014_009006,DMSO,0.05
AEB_Plate014_009020,t-BHP_100,0.05
AEB_Plate014_009022,DMSO,0.05
AEB_Plate014_010004,t-BHP_100,0.05
AEB_Plate014_010005,t-BHP_100,0.05
AEB_Plate014_010006,t-BHP_100,0.05
ALB_Plate011_2_016020,t-BHP_100,0.05
ALB_Plate011_2_016022,CX-5461_10,0.05
ALB_Plate012_001003,DMSO,0.05
ALB_Plate012_001004,DMSO,0.05
ALB_Plate012_001005,DMSO,0.05
ALB_Plate012_001006,t-BHP_100,0.05
ALB_Plate012_001012,DMSO,0.05
ALB_Plate012_001018,DMSO,0.05
ALB_Plate011_2_014004,t-BHP_100,0.05
ALB_Plate011_2_014010,t-BHP_100,0.05
ALB_Plate011_2_014018,DMSO,0.05
ALB_Plate011_2_014020,DMSO,0.05
ALB_Plate011_2_014021,t-BHP_100,0.05
ALB_Plate011_2_015003,DMSO,0.05
ALB_Plate011_2_015011,DMSO,0.05
ALB_Plate011_2_016015,CX-5461_10,0.05
ALB_Plate012_012008,t-BHP_100,0.05
ALB_Plate012_012011,DMSO,0.05
ALB_Plate012_012016,t-BHP_100,0.05
ALB_Plate012_012018,DMSO,0.05
ALB_Plate012_013022,DMSO,0.05
ALB_Plate012_015014,t-BHP_100,0.05
AEB_Plate014_002004,t-BHP_100,0.05
AEB_Plate014_002008,DMSO,0.05
ALB_Plate012_004004,DMSO,0.05
ALB_Plate012_005021,DMSO,0.05
ALB_Plate012_006007,t-BHP_100,0.05
ALB_Plate012_006016,t-BHP_100,0.05
ALB_Plate012_008003,t-BHP_100,0.05
ALB_Plate012_008007,t-BHP_100,0.05
ALB_Plate012_008013,t-BHP_100,0.05
ALB_Plate012_011020,DMSO,0.05
AEB_Plate014_012022,DMSO,0.05
AEB_Plate014_013003,t-BHP_100,0.05
AEB_Plate014_013006,DMSO,0.05
AEB_Plate014_014004,t-BHP_100,0.05
ALB_Plate012_002009,DMSO,0.05
ALB_Plate012_002021,DMSO,0.05
ALB_Plate012_003003,DMSO,0.05
ALB_Plate012_003022,t-BHP_100,0.05
AEB_Plate014_011020,DMSO,0.05
AEB_Plate014_012005,t-BHP_100,0.05
AEB_Plate014_012012,t-BHP_100,0.05
AEB_Plate014_012013,DMSO,0.05
AEB_Plate014_012015,DMSO,0.05
AEB_Plate014_012018,DMSO,0.05
AEB_Plate014_012019,t-BHP_100,0.05
AEB_Plate014_012020,DMSO,0.05
ALB_Plate012_016022,t-BHP_100,0.05
ALB_Plate013_001004,DMSO,0.05
ALB_Plate013_001018,DMSO,0.05
ALB_Plate013_001020,t-BHP_100,0.05
ALB_Plate013_001021,DMSO,0.05
ALB_Plate013_002005,t-BHP_100,0.05
ALB_Plate013_002008,t-BHP_100,0.05
ALB_Plate013_002021,t-BHP_100,0.05
AEB_Plate014_008006,t-BHP_100,0.05
AEB_Plate014_008013,DMSO,0.05
AEB_Plate014_008021,t-BHP_100,0.05
ALB_Plate012_015021,t-BHP_100,0.05
ALB_Plate012_016007,DMSO,0.05
ALB_Plate012_016009,t-BHP_100,0.05
ALB_Plate012_016016,t-BHP_100,0.05
ALB_Plate012_016021,t-BHP_100,0.05
AEB_Plate014_005021,t-BHP_100,0.05
AEB_Plate014_006014,t-BHP_100,0.05
AEB_Plate014_006017,DMSO,0.05
AEB_Plate014_007005,t-BHP_100,0.05
AEB_Plate014_007014,DMSO,0.05
AEB_Plate014_007018,DMSO,0.05
AEB_Plate014_007021,t-BHP_100,0.05
AEB_Plate014_008003,t-BHP_100,0.05
AEB_Plate014_002012,DMSO,0.05
AEB_Plate014_003007,DMSO,0.05
AEB_Plate014_003008,DMSO,0.05
AEB_Plate014_003012,DMSO,0.05
AEB_Plate014_003013,DMSO,0.05
AEB_Plate014_003017,t-BHP_100,0.05
AEB_Plate014_005011,DMSO,0.05
AEB_Plate014_005020,DMSO,0.05
ALB_Plate013_015015,t-BHP_100,0.05
ALB_Plate013_015016,DMSO,0.05
ALB_Plate013_015019,t-BHP_100,0.05
ALB_Plate013_016004,DMSO,0.05
ALB_Plate013_016006,t-BHP_100,0.05
ALB_Plate013_016008,t-BHP_100,0.05
ALB_Plate013_016012,t-BHP_100,0.05
ALB_Plate013_016016,t-BHP_100,0.05
ALB_Plate013_011013,DMSO,0.05
ALB_Plate013_011020,t-BHP_100,0.05
ALB_Plate013_012008,DMSO,0.05
ALB_Plate013_013014,t-BHP_100,0.05
ALB_Plate013_014003,t-BHP_100,0.05
ALB_Plate013_014017,DMSO,0.05
ALB_Plate013_014019,t-BHP_100,0.05
ALB_Plate013_015013,t-BHP_100,0.05
ALB_Plate013_005006,t-BHP_100,0.05
ALB_Plate013_006003,t-BHP_100,0.05
ALB_Plate013_006021,t-BHP_100,0.05
ALB_Plate013_008009,DMSO,0.05
ALB_Plate013_008020,t-BHP_100,0.05
ALB_Plate013_009014,t-BHP_100,0.05
ALB_Plate013_010004,t-BHP_100,0.05
ALB_Plate013_010010,t-BHP_100,0.05
ALB_Plate013_003004,DMSO,0.05
ALB_Plate013_003010,t-BHP_100,0.05
ALB_Plate013_003013,DMSO,0.05
ALB_Plate013_003014,DMSO,0.05
ALB_Plate013_003022,t-BHP_100,0.05
ALB_Plate013_004013,DMSO,0.05
ALB_Plate013_004016,t-BHP_100,0.05
ALB_Plate013_005003,t-BHP_100,0.05
AEB_Plate013_2_011021,DMSO,0.05
AEB_Plate013_2_011022,DMSO,0.05
AEB_Plate013_2_012003,DMSO,0.05
AEB_Plate013_2_012009,DMSO,0.05
AEB_Plate013_2_013004,DMSO,0.05
AEB_Plate013_2_013010,DMSO,0.05
AEB_Plate013_2_013013,DMSO,0.05
AEB_Plate013_2_013017,DMSO,0.05
ALB_Plate014_010012,t-BHP_100,0.05
ALB_Plate014_010018,DMSO,0.05
ALB_Plate014_011006,DMSO,0.05
ALB_Plate014_012013,t-BHP_100,0.05
ALB_Plate014_013009,DMSO,0.05
ALB_Plate014_013017,DMSO,0.05
ALB_Plate014_013022,DMSO,0.05
AEB_Plate013_2_011019,DMSO,0.05
ALB_Plate014_003019,DMSO,0.05
ALB_Plate014_005019,DMSO,0.05
ALB_Plate014_005021,t-BHP_100,0.05
ALB_Plate014_007003,t-BHP_100,0.05
ALB_Plate014_008003,t-BHP_100,0.05
ALB_Plate014_008017,t-BHP_100,0.05
ALB_Plate014_008021,t-BHP_100,0.05
ALB_Plate014_010004,DMSO,0.05
ALB_Plate013_016018,t-BHP_100,0.05
ALB_Plate013_016022,DMSO,0.05
ALB_Plate014_001003,DMSO,0.05
ALB_Plate014_001011,DMSO,0.05
ALB_Plate014_001013,DMSO,0.05
ALB_Plate014_001020,DMSO,0.05
ALB_Plate014_001022,DMSO,0.05
ALB_Plate014_002008,t-BHP_100,0.05
ALB_Plate015_003003,DMSO,0.05
ALB_Plate015_003004,DMSO,0.05
ALB_Plate015_003016,DMSO,0.05
ALB_Plate015_003019,DMSO,0.05
ALB_Plate015_003022,DMSO,0.05
ALB_Plate015_004006,t-BHP_100,0.05
ALB_Plate015_004011,DMSO,0.05
ALB_Plate015_004016,DMSO,0.05
ALB_Plate014_016006,t-BHP_100,0.05
ALB_Plate014_016008,DMSO,0.05
ALB_Plate014_016019,t-BHP_100,0.05
ALB_Plate015_001006,DMSO,0.05
ALB_Plate015_001018,DMSO,0.05
ALB_Plate015_001019,DMSO,0.05
ALB_Plate015_001021,DMSO,0.05
ALB_Plate015_002019,t-BHP_100,0.05
AEB_Plate013_2_016012,DMSO,0.05
AEB_Plate013_2_016013,DMSO,0.05
AEB_Plate013_2_016022,t-BHP_100,0.05
AEB_Plate014_001006,DMSO,0.05
AEB_Plate014_001013,DMSO,0.05
AEB_Plate014_001016,DMSO,0.05
ALB_Plate014_015019,DMSO,0.05
ALB_Plate014_015021,t-BHP_100,0.05
AEB_Plate013_2_013019,t-BHP_100,0.05
AEB_Plate013_2_014004,t-BHP_100,0.05
AEB_Plate013_2_014009,DMSO,0.05
AEB_Plate013_2_014012,DMSO,0.05
AEB_Plate013_2_014018,DMSO,0.05
AEB_Plate013_2_015004,DMSO,0.05
AEB_Plate013_2_015006,DMSO,0.05
AEB_Plate013_2_016010,DMSO,0.05
AEB_Plate013_2_004019,DMSO,0.05
AEB_Plate013_2_004020,DMSO,0.05
AEB_Plate013_2_005005,DMSO,0.05
AEB_Plate013_2_005011,DMSO,0.05
AEB_Plate013_2_005013,DMSO,0.05
AEB_Plate013_2_006006,t-BHP_100,0.05
AEB_Plate013_2_007004,DMSO,0.05
AEB_Plate013_2_007015,t-BHP_100,0.05
ALB_Plate015_015022,DMSO,0.05
ALB_Plate015_016017,t-BHP_100,0.05
ALB_Plate015_016019,DMSO,0.05
AEB_Plate013_2_003014,DMSO,0.05
AEB_Plate013_2_003019,DMSO,0.05
AEB_Plate013_2_003022,DMSO,0.05
AEB_Plate013_2_004004,DMSO,0.05
